級別,單字,屬性,中文
5,boxer,n.,拳擊手
5,breakthrough,n.,突破
5,briefcase,n.,公事包
5,bronze,n./adj.,青銅
5,browse,v./n.,瀏覽
5,bruise,n./v.,挫傷
5,bulk,n.,大部分
5,bully,n./v.,霸凌
5,bureau,n.,局
5,bureaucracy,n.,官僚
5,burial,n.,葬禮
5,butcher,n./v.,屠夫
5,calcium,n.,鈣
5,canal,n.,運河
5,canvas,n./v.,帆布
5,capability,n.,能力
5,carbon,n.,碳
5,carnival,n.,狂歡
5,casino,n.,賭場
5,cathedral,n.,大教堂
5,caution,n./v.,警告
5,cautious,adj.,謹慎
5,celebrity,n.,名人
5,cemetery,n.,公墓
5,ceremony,n.,儀式
5,certainty,n.,肯定
5,certificate,n./v.,證書
5,chaos,n.,混亂
5,chapel,n.,教堂
5,characterize,v.,表徵
5,chef,n.,廚師
5,choir,n.,詩班
5,chord,n.,弦
5,chore,n.,雜務
5,chronic,adj.,慢性的
5,chubby,adj.,胖乎乎的
5,chunk,n.,區塊
5,circuit,n.,電路
5,cite,v.,引用
5,citizenship,n.,國籍
5,civic,adj.,公民的
5,clarity,n.,明晰
5,clause,n.,條款
5,cling,v.,緊貼
5,clinical,adj.,臨床
5,cluster,n./v.,簇
5,cocaine,n.,古柯鹼
5,coffin,n.,棺材
5,cognitive,adj.,認知的
5,coherent,adj.,相干
5,coincidence,n.,巧合
5,collaboration,n.,合作
5,collective,adj./n.,集體
5,collector,n.,集電極
5,colonial,adj./n.,殖民
5,columnist n. combat,n./v.,專欄作家戰鬥
5,comedian,n.,喜劇演員
5,commentary,n.,評論
5,commentator,n.,評論員
5,commission,n./v.,委員會
5,commitment,n.,承諾
5,commodity,n.,商品
5,communism,n.,共產主義
5,communist,adj./n.,共產
5,commute,v.,通勤
5,commuter,n.,通勤者
5,compact,adj./n./v.,袖珍的
5,comparable,adj.,可比
5,compassion,n.,同情
5,compassionate,adj.,富有同情心的
5,compatible,adj.,相容的
5,compel,v.,迫使
5,compensate,v.,補償
5,compensation,n.,賠償
5,competence,n.,權限
5,competent,adj.,勝任的
5,complexity,n.,複雜
5,compliance,n.,遵守
5,complication,n.,併發症
5,compliment,n./v.,讚揚
5,comply,v.,遵守
5,component,n./adj.,成分
5,compound,n./v./adj.,化合物
5,comprehend,v.,理解
5,comprehension,n.,理解
5,comprise,v.,包括
5,compromise,n./v.,妥協
5,compulsory,adj.,強制性的
5,conceal,v.,隱藏
5,concede,v.,承認
5,conceive,v.,構想
5,conception,n.,概念
5,condemn,v.,譴責
5,conduct,v./n.,執行
5,confession,n.,懺悔
5,confidential,adj.,機密的
5,confine,v.,局限
5,conform,v.,符合
5,confront,v.,面對
5,confrontation,n.,對抗
5,consecutive,adj.,連續的
5,consensus,n.,共識
5,consent,n./v.,同意
5,conservation,n.,保護
5,considerate,adj.,周到
5,constitutional,adj./n.,憲政的
5,constraint,n.,約束
5,consultation,n.,諮詢
5,consumption,n.,消耗
5,contagious,adj.,接觸傳染性
5,contaminate,v.,污染
5,contemplate,v.,沉思
5,contemporary,adj./n.,當代的
5,contempt,n.,鄙視
5,contend,v.,抗衡
5,continental,adj.,歐陸式
5,contractor,n.,承包商
5,contradiction,n.,矛盾
5,controversial,adj.,有爭議的
5,controversy,n.,爭議
5,conversion,n.,轉換
5,convert,v.,轉變
5,convict,v./n.,定罪
5,conviction,n.,定罪
5,coordinate,v./n./adj.,協調
5,copyright,n./v.,版權
5,core,n.,核
5,corporate,adj.,公司的
5,corporation,n.,公司
5,correlation,n.,相關性
5,correspondent,n.,記者
5,corridor,n.,走廊
5,corrupt,adj./v.,腐敗
5,corruption,n.,腐敗
5,counsel,n./v.,法律顧問
5,counselor,n.,顧問
5,courteous,adj.,有禮貌
5,coverage,n.,覆蓋範圍
5,credibility,n.,可信度
5,creek,n.,溪
5,cripple,v./n.,削弱
5,criterion/criteria,n.,標準/標準
5,crucial,adj.,至關重要的
5,crude,adj.,原油
5,cruise,n./v.,巡航
5,crystal,n./adj.,水晶
5,cuisine,n.,美食
5,currency,n.,貨幣
5,curriculum,n.,課程
5,custody,n.,保管
5,customs,n.,海關
5,deadly,adj./adv.,致命
5,debris,n.,碎片
5,debut,n.,首次亮相
5,decay,n./v.,衰變
5,deceive,v.,欺騙
5,decent,adj.,體面的
5,declaration,n.,宣言
5,decline,n./v.,衰退
5,dedicate,v.,奉獻
5,defendant,n.,被告
5,deficit,n.,赤字
5,defy,v.,違抗
5,delegate,n./v.,代表
5,delegation,n.,代表團
5,deliberate,adj./v.,商榷
5,democrat,n.,民主黨
5,denial,n.,拒絕
5,density,n.,密度
5,depict,v.,描繪
5,deploy,v.,部署
5,depress,v.,壓抑
5,deputy,n.,副
5,derive,v.,衍生
5,descend,v.,下降
5,descriptive,adj.,描述性的
5,despair,n./v.,絕望
5,destination,n.,目的地
5,destiny,n.,命運
5,destructive,adj.,破壞性的
5,devotion,n.,奉獻精神
5,diagnose,v.,診斷
5,diagnosis,n.,診斷
5,dialect,n.,方言
5,diameter,n.,直徑
5,diaper,n.,尿布
5,digestion,n.,消化
5,dilemma,n.,困境
5,dimension,n.,方面
5,diminish,v.,減少
5,diplomatic,adj.,外交
5,directory,n.,目錄
5,disapprove,v.,不贊成
5,disclose,v.,透露
5,disconnect,v.,斷開
5,discourse,n.,話語
5,discriminate,v.,辨析
5,discrimination,n.,歧視
5,disrupt,v.,擾亂
5,dissolve,v.,溶解
5,distinction,n.,差別
5,distinctive,adj.,獨特的
5,distract,v.,轉移
5,doctrine,n.,教義
5,document,n./v.,文件
5,documentary,n./adj.,記錄
5,domain,n.,領域
5,dome,n./v.,圓頂
5,donate,v.,捐
5,donation,n.,捐款
5,donor,n.,捐款者
5,doorway,n.,門口
5,dough,n.,麵團
5,dreadful,adj.,可怕
5,driveway,n.,車道
5,drought,n.,乾旱
5,ecological,adj.,生態的
5,ecology,n.,生態
5,ecosystem,n.,生態系統
5,ego,n.,自我
5,elaborate,adj./v.,精心製作的
5,eligible,adj.,有資格的
5,eloquent,adj.,雄辯
5,embrace,v./n.,擁抱
5,emission,n.,排放
5,endorse(ment),v./(n.),代言）
5,enterprise,n.,企業
5,enthusiastic,adj.,熱情的
5,entitle,v.,賦予
5,entity,n.,實體
5,entrepreneur,n.,企業家
5,envious,adj.,羨慕
5,envision,v.,設想
5,epidemic,n./adj.,流行性
5,episode,n.,插曲
5,equation,n.,方程式
5,equity,n.,公平
5,equivalent,n./adj.,相等的
5,erect,v./adj.,直立
5,errand,n.,差事
5,erupt,v.,爆發
5,escalator,n.,電扶梯
5,essence,n.,本質
5,estate,n.,財產
5,eternal,adj.,永恆
5,ethic(s),n.,倫理）
5,ethical,adj.,道德的
5,evolution,n.,演化
5,evolve,v.,發展
5,exaggeration,n.,誇張
5,exceed,v.,超過
5,exceptional,adj.,異常的
5,excessive,adj.,過多的
5,exclaim,v.,驚呼
5,exclude,v.,排除
5,exclusive,adj.,獨家的
5,execute,v.,執行
5,execution,n.,執行
5,executive,n./adj.,管理人員
5,exile,n./v.,流亡
5,exotic,adj./n.,異國情調
5,expedition,n.,遠徵
5,expertise,n.,專業知識
5,explicit,adj.,明確的
5,exploit,v./n.,開發
5,exploration,n.,勘探
5,extension,n.,擴大
5,extensive,adj.,廣泛的
5,exterior,n./adj.,外部的
5,external,adj./n.,外部的
5,extinct,adj.,滅絕的
5,extraordinary,adj.,非凡的
5,fabric,n.,織物
5,fabulous,adj.,神話般的
5,facilitate,v.,促進
5,faculty,n.,學院
5,fascinate,v.,吸引
5,fatigue,n./v.,疲勞
5,federal,adj.,聯邦
5,fiber,n.,纖維
5,filter,n./v.,篩選
5,fiscal,adj.,財
5,fleet,n.,艦隊
5,flexibility,n.,靈活性
5,flip,v./n.,翻動
5,fluency,n.,流暢度
5,fluid,n./adj.,液體
5,forge,v.,鍛造
5,format,n./v.,格式
5,forum,n.,論壇
5,foster,adj./v.,促進
5,foul,adj./n./v./adv.,犯規
5,fraction,n.,分數
5,fragment,n./v.,分段
5,framework,n.,框架
5,franchise,n.,特許經營權
5,fraud,n.,詐欺罪
5,freight,n./v.,貨運
5,frontier,n.,邊境
5,galaxy,n.,星系
5,gasp,n./v.,喘氣
5,gathering,n.,採集
5,generate,v.,產生
5,generator,n.,發電機
5,genetic,adj.,遺傳的
5,genetics,n.,遺傳學
5,genre,n.,類型
5,glare,n./v.,強光
5,gloomy,adj.,陰沉
5,gorgeous,adj.,華麗的
5,grant,n./v.,授予
5,graphic,adj./n.,形象的
5,gravity,n.,重力
5,greed,n.,貪婪
5,grieve,v.,悲傷
5,grill,n./v.,炙烤
5,grim,adj.,嚴峻
5,grip,n./v.,緊握
5,gross,adj./v./n.,總的
5,guideline,n.,指引
5,gut,n./v.,腸道
5,habitat,n.,棲息地
5,haul,v./n.,運輸
5,hazard,n./v.,冒險
5,heir,n.,繼承人
5,hence,adv.,因此
5,herb,n.,草本植物
5,heritage,n.,遺產
5,highlight,v./n.,強調
5,hockey,n.,曲棍球
5,honorable,adj.,光榮的
5,horizontal,adj./n.,水平的
5,hormone,n.,荷爾蒙
5,hostage,n.,人質
5,hostile,adj.,敵對的
5,hostility,n.,敵意
5,housing,n.,住房
5,howl,n./v.,嗥
5,hypothesis,n.,假設
5,icon,n.,圖示
5,ideology,n.,思想
5,idiot,n.,笨蛋
5,illusion,n.,錯覺
5,immense,adj.,巨大
5,immune,adj.,免疫
5,implement,v./n.,實施
5,implication,n.,意義
5,impulse,n.,衝動
5,incentive,n./adj.,激勵
5,incorporate,v.,包含
5,index,n./v.,指數
5,indifferent,adj.,冷漠
5,indigenous,adj.,原住民
5,indispensable,adj.,不可或缺
5,indulge,v.,放縱
5,inevitable,adj.,不可避免的
5,infect,v.,感染
5,infinite,adj.,無限
5,infrastructure,n.,基礎設施
5,inherent,adj.,固有
5,inherit,v.,繼承
5,initiate,v./adj./n.,發起
5,initiative,n./adj.,倡議
5,inject,v.,注入
5,injection,n.,注射
5,inning,n.,局
5,innovation,n.,創新
5,innovative,adj.,創新的
5,inquiry,n.,詢問
5,insane,adj.,瘋狂的
5,insight,n.,洞察力
5,installation,n.,安裝
5,institute,n./v.,研究所
5,institution,n.,機構
5,intact,adj.,完好無損的
5,integrate,v.,整合
5,integration,n.,一體化
5,integrity,n.,正直
5,intensify,v.,強化
5,intent,n./adj.,意圖
5,interference,n.,干涉
5,interior,adj./n.,內部的
5,interpretation,n.,解釋
5,interval,n.,間隔
5,intervention,n.,干涉
5,investigator,n.,研究者
5,irony,n.,諷刺
5,journalism,n.,新聞學
5,journalist,n.,記者
5,judicial,adj.,司法
5,jug,n./v.,壺
5,jury,n.,陪審團
5,justify,v.,證明合法
5,juvenile,adj./n.,少年
5,kidnap,v.,綁架
5,landlord,n.,房東
5,laser,n.,雷射
5,lawmaker,n.,立法者
5,lawsuit,n.,訴訟
5,layer,n./v.,層
5,league,n./v.,聯盟
5,legacy,n.,遺產
5,legendary,adj.,傳奇的
5,legislation,n.,立法
5,legislative,adj.,立法
5,legitimate,adj./v.,合法的
5,lest,conj.,免得
5,liability,n.,責任
5,likelihood,n.,可能性
5,likewise,adv.,同樣地
5,loop,n.,環形
5,lounge,n./v.,休息室
5,lump,n./v.,區塊
5,mainstream,n.,主流
5,maintenance,n.,維護
5,mammal,n.,哺乳動物
5,mandate,n.,授權
5,manifest,v./adj.,顯現
5,manipulate,v.,操縱
5,mansion,n.,大廈
5,marine,adj./n.,海洋
5,masculine,adj./n.,男性
5,massage,n./v.,按摩
5,massive,adj.,大量的
5,masterpiece,n.,傑作
5,mattress,n.,床墊
5,meantime,n./adv.,同時
5,mechanism,n.,機制
5,medication,n.,藥物
5,mentor,n.,導師
5,merge,v.,合併
5,metaphor,n.,隱喻
5,metropolitan,adj./n.,大都會的
5,midst,n./prep.,中間
5,migration,n.,遷移
5,milestone,n.,里程碑
5,miniature,adj./n.,微型
5,minimal,adj.,最小的
5,minimize,v.,最小化
5,mint,n.,薄荷
5,missionary,n./adj.,傳道者
5,moan,n./v.,呻吟
5,mock,adj./v./n.,嘲笑
5,mode,n.,模式
5,modify,v.,調整
5,molecule,n.,分子
5,monopoly,n.,壟斷
5,morality,n.,道德
5,mortality,n.,死亡
5,mortgage,n.,抵押
5,motive,n.,動機
5,mount,n./v.,山
5,mumble,v./n.,咕噥
5,municipal,adj.,市級
5,muscular,adj.,肌肉發達的
5,mustard,n.,芥末
5,myth,n.,神話
5,naive,adj.,幼稚的
5,narrative,n./adj.,敘述
5,nasty,adj.,可惡的
5,negotiation,n.,談判
5,neutral,adj./n.,中性的
5,nominate,v.,提名
5,nomination,n.,提名
5,nominee,n.,被提名人
5,nonprofit,adj.,非營利組織
5,norm,n.,規範
5,noticeable,adj.,顯
5,notify,v.,通知
5,notion,n.,概念
5,nowhere,adv./pron.,無所不在
5,nutrient,n./adj.,養分
5,nutrition,n.,營養
5,obligation,n.,義務
5,obscure,adj./v.,朦朧
5,observer,n.,觀察者
5,odds,n.,賠率
5,offering,n.,奉獻
5,olive,adj./n.,橄欖
5,operational,adj.,操作
5,opponent,n.,對手
5,opposition,n.,反對
5,opt,v.,選擇
5,optimism,n.,樂觀
5,optional,adj.,選修的
5,orchard,n.,果園
5,organism,n.,生物
5,originality,n.,獨創性
5,outfit,n./v.,全套服裝
5,outlet,n.,出路
5,output,n./v.,輸出
5,outsider,n.,局外人
5,overall,adj./adv./n.,全面的
5,overhead,adv./adj./n.,開賣
5,oversee,v.,監督
5,overtake,v.,超過
5,overturn,v./n.,顛覆
5,overwhelm,v.,壓倒
5,parallel,adj./n./v.,平行線
5,participant,n.,參與者
5,particle,n.,粒子
5,partly,adv.,部分地
5,passionate,adj.,熱情的
5,pastry,n.,糕點
5,patch,n./v.,修補
5,patent,n./adj./v.,專利
5,pathetic,adj.,可憐的
5,patrol,n./v.,巡邏
5,patron,n.,贊助人
5,peasant,n.,農民
5,pedal,n./v.,踏板
5,pedestrian,n./adj.,行人
5,penetrate,v.,穿透
5,pension,n./v.,退休金
5,perceive,v.,感知
5,perception,n.,洞察力
5,performer,n.,演員
5,persist,v.,堅持
5,personnel,n.,人員
5,perspective,n./adj.,看法
5,pessimism,n.,悲觀主義
5,petition,n.,請願
5,petty,adj.,小氣
5,phase,n./v.,階段
5,photographic,adj.,攝影的
5,pickup,n.,撿起
5,pier,n.,碼頭
5,pillar,n.,支柱
5,pipeline,n.,管道
5,pirate,n./v.,海盜
5,pitcher,n.,投手
5,placement,n.,放置
5,plea,n.,懇求
5,plead,v.,懇求
5,pledge,n./v.,保證
5,plunge,n./v.,暴跌
5,plural,adj./n.,複數
5,poetic,adj.,詩意的
5,poke,v./n.,戳
5,porch,n.,門廊
5,portfolio,n.,資料夾
5,practitioner,n.,實踐者
5,precaution,n.,預防
5,predator,n.,掠食者
5,preference,n.,偏愛
5,prejudice,n./v.,偏見
5,preliminary,adj./n.,初步的
5,premature,adj.,過早的
5,premier,adj./n.,總理
5,premise,n.,前提
5,premium,n.,優質的
5,prescribe,v.,規定
5,prescription,n.,處方
5,presidency,n.,總統職位
5,presidential,adj.,總統
5,presumably,adv.,想必
5,presume,v.,怙
5,prevail,v.,佔上風
5,prey,n./v.,獵物
5,prior,adj./adv./n.,事先的
5,proclaim,v.,宣告
5,productivity,n.,生產力
5,profile,n./v.,輪廓
5,profound,adj.,深刻的
5,progressive,adj./n.,進步
5,prohibit,v.,禁止
5,projection,n.,投影
5,prolong,v.,延長
5,prone,adj.,易於
5,propaganda,n.,宣傳
5,prophet,n.,先知
5,proportion,n./v.,部分
5,prosecution,n.,檢控
5,prospect,n./v.,前景
5,province,n.,省
5,provision,n.,條款
5,provoke,v.,惹
5,pulse,n./v.,脈衝
5,purchase,n./v.,購買
5,pyramid,n.,金字塔
5,qualify,v.,有資格
5,quest,n.,尋求
5,questionnaire,n.,問卷
5,quiver,n./v.,顫動
5,quota,n.,配額
5,racism,n.,種族主義
5,rack,n./v.,架子
5,radiation,n.,輻射
5,radical,adj./n.,激進的
5,ragged,adj.,衣衫襤褸
5,raid,n./v.,襲擊
5,rail,n.,軌
5,rally,n./v.,集會
5,ranch,n./v.,牧場
5,random,adj.,隨機的
5,ratio,n.,比率
5,rational,adj.,合理的
5,rattle,v./n.,撥浪鼓
5,realism,n.,現實主義
5,realm,n.,領域
5,rear,adj./n.,後部
5,reassure,v.,安撫
5,rebellion,n.,叛亂
5,recession,n.,經濟衰退
5,recipient,n./adj.,接受者
5,recite,v.,背誦
5,recommend,v.,推薦
5,recommendation,n.,推薦
5,recruit,v./n.,招募
5,refuge,n.,避難所
5,regardless,adj./adv.,不管
5,regime,n.,政權
5,rehearsal,n.,排演
5,reinforce,v.,加強
5,reminder,n.,提醒
5,removal,n.,移動
5,render,v.,使成為
5,rental,n.,出租
5,repay,v.,償還
5,republican,n./adj.,共和黨
5,resemblance,n.,相似
5,reservoir,n.,水庫
5,residence,n.,住宅
5,resident,n./adj.,居民
5,residential,adj.,住宅
5,resort,n./v.,採取
5,respondent,n.,受訪者
5,resume,v./n.,恢復
5,retail,n./adj./adv./v.,零售
5,revenue,n.,收入
5,reverse,v./adj./n.,反向
5,rhetoric,n.,修辭
5,rib,n./v.,肋骨
5,ridge,n./v.,嶺
5,ridiculous,adj.,荒謬的
5,rifle,n./v.,步槍
5,rigid,adj.,死板的
5,rim,n./v.,輪緣
5,riot,n./v.,暴動
5,rip,v./n.,撕裂
5,risky,adj.,有風險的
5,ritual,n./adj.,儀式
5,rival,adj./n./v.,競爭對手
5,rod,n.,桿
5,sacred,adj.,神聖
5,saddle,n./v.,鞍
5,saint,n./v.,聖
5,salmon,n./adj.,鮭魚
5,salon,n.,沙龍
5,sandal,n.,涼鞋
5,scan,n./v.,掃描
5,scandal,n.,醜聞
5,scar,n./v.,瘢痕
5,scenario,n.,設想
5,scent,n./v.,香味
5,scheme,n./v.,方案
5,scope,n.,範圍
5,scramble,v./n.,爭奪
5,scrap,n./v.,廢棄物
5,script,n./v.,腳本
5,sector,n.,部門
5,segment,n./v.,部分
5,seminar,n.,研討會
5,senator,n.,參議員
5,sensation,n.,感覺
5,sensitivity,n.,靈敏度
5,sensor,n.,感應器
5,sentiment,n.,情緒
5,sentimental,adj.,多愁善感的
5,sequence,n./v.,順序
5,series,n.,系列
5,server,n.,伺服器
5,session,n.,會議
5,setting,n.,環境
5,shareholder,n.,股東
5,shatter,v.,粉碎
5,shed,v./n.,棚
5,sheer,adj./adv.,純粹的
5,sheriff,n.,警長
5,shield,n./v.,盾
5,shiver,n./v.,顫抖
5,shortage,n.,短缺
5,shove,v./n.,推
5,shrug,n./v.,聳肩
5,shuttle,n./v.,穿梭
5,sibling,n.,兄弟
5,siege,n.,圍城
5,skeleton,n.,骨骼
5,skull,n.,顱骨
5,slam,n./v.,滿貫
5,slap,n./v./adv.,拍擊
5,slavery,n.,奴隸制
5,slot,n./v.,投幣口
5,smash,v./n.,粉碎
5,smog,n.,煙霧
5,snatch,v./n.,搶奪
5,sneak,v./n.,潛行
5,sniff,v./n.,聞
5,soak,v./n.,浸泡
5,soar,v.,翱翔
5,sob,n./v.,哭泣
5,sober,adj./v.,清醒
5,soften,v.,軟化
5,sole,adj./n./v.,唯一
5,solo,n./adv./adj.,獨奏
5,sophisticated,adj.,複雜的
5,sophomore,n.,大二學生
5,souvenir,n.,紀念品
5,sovereignty,n.,主權
5,sow,v.,母豬
5,spacious,adj.,寬敞
5,sparkle,v./n.,火花
5,specialist,n.,專家
5,specialize,v.,專精
5,specialty,n.,專業
5,specify,v.,指定
5,specimen,n.,標本
5,spectacular,adj./n.,壯觀的
5,spectator,n.,旁觀者
5,spectrum,n.,光譜
5,speculate,v.,推測
5,sphere,n.,領域
5,spicy,adj.,辛辣的
5,spine,n.,脊椎
5,sponge,n./v.,海綿
5,sponsor,n./v.,贊助
5,sponsorship,n.,贊助
5,spouse,n.,配偶
5,squad,n.,隊
5,squash,n./v.,壁球
5,squat,adj./n./v.,蹲
5,stability,n.,穩定
5,stack,n./v.,堆疊
5,stain,n./v.,弄髒
5,stake,n./v.,賭注
5,stall,n./v.,攤位
5,stance,n.,姿態
5,startle,v.,驚嚇
5,statistical,adj.,統計
5,steer,v./n.,駕駛
5,stereotype,n./v.,刻板印象
5,stew,n./v.,燉
5,stimulate,v.,刺激
5,stimulus,n.,刺激
5,stink,n./v.,臭
5,stock,n.,庫存
5,storage,n.,貯存
5,straighten,v.,拉直
5,straightforward,adj.,直截了當
5,strain,n./v.,拉緊
5,strand,v./n.,股
5,strap,n./v.,帶子
5,strategic,adj.,策略
5,striking,adj.,引人注目
5,structural,adj.,結構性的
5,stumble,v./n.,絆倒
5,sturdy,adj.,結實的
5,submit,v.,提交
5,subsequent,adj.,隨後的
5,subsidy,n.,補貼
5,substantial,adj.,重大的
5,substitute,n./v.,代替
5,subtle,adj.,微妙的
5,suburban,adj.,郊區的
5,successor,n.,接班人
5,suite,n.,套房
5,superb,adj.,高超
5,superstition,n.,迷信
5,supervise,v.,監督
5,supervision,n.,監督
5,supervisor,n.,導師
5,supposedly,adv.,據推測
5,supreme,adj.,最高
5,surplus,n./adj.,剩餘
5,surveillance,n.,監視
5,suspend,v.,暫停
5,sustain,v.,維持
5,sustainable,adj.,可持續的
5,swap,v./n.,交換
5,symbolic,adj.,象徵性的
5,symptom,n.,症狀
5,syndrome,n.,綜合症
5,tackle,v.,處理
5,tactic(s),n.,策略）
5,tangle,n./v.,爭議
5,tempt,v.,誘惑
5,temptation,n.,誘惑
5,terminal,n./adj.,終端
5,terrify,v.,嚇壞
5,testify,v.,作證
5,texture,n./v.,質地
5,theft,n.,竊盜
5,theology,n.,神學
5,theoretical,adj.,理論的
5,therapist,n.,治療師
5,therapy,n.,治療
5,thereby,adv.,從而
5,thesis,n.,論文
5,thigh,n.,大腿
5,threshold,n.,臨界點
5,thrill,n./v.,刺激
5,thriller,n.,驚悚片
5,thrive,v.,蓬勃發展
5,throne,n.,王座
5,thrust,v./n.,推力
5,tick,n./v.,打鉤
5,tile,n./v.,瓦
5,tin,n./v.,錫
5,toll,n./v.,收費
5,torch,n./v.,火炬
5,torment,n./v.,折磨
5,tournament,n.,比賽
5,toxic,adj.,有毒的
5,trait,n.,特徵
5,traitor,n.,叛徒
5,transaction,n.,交易
5,transformation,n.,轉型
5,transit,n./v.,過境
5,transition,n.,過渡
5,transmission,n.,傳染
5,transparent,adj.,透明的
5,trauma,n.,創傷
5,treaty,n.,條約
5,tribute,n.,貢
5,trigger,n./v.,扳機
5,trim,v./n./adj.,修剪
5,triple,adj./v./n.,三倍
5,trivial,adj.,瑣碎的
5,trophy,n.,杯
5,tuition,n.,學費
5,tumor,n.,瘤
5,tuna,n.,鮪魚
5,ultimate,adj./n.,最終的
5,uncover,v.,揭露
5,undergo,v.,經歷
5,undergraduate,n.,大學部
5,underline,v./n.,強調
5,undermine,v.,破壞
5,undertake,v.,承擔
5,undo,v.,撤銷
5,undoubtedly,adv.,無疑
5,unemployment,n.,失業
5,unfold,v.,展開
5,unlock,v.,開鎖
5,unprecedented,adj.,空前的
5,update,n./v.,更新
5,upgrade,v./n.,升級
5,utility,n.,公用事業
5,utilize,v.,利用
5,vacuum,n./v.,真空
5,vague,adj.,模糊的
5,valid,adj.,有效的
5,variable,n./adj.,多變的
5,variation,n.,變化
5,vein,n.,靜脈
5,vendor,n.,小販
5,venture,n./v.,創業
5,venue,n.,場地
5,verbal,adj./n.,口頭
5,verdict,n.,判決
5,version,n.,版本
5,versus,prep.,相對
5,vertical,adj./n.,垂直的
5,veteran,n.,老將
5,via,prep.,透過
5,viable,adj.,可行的
5,vicious,adj.,惡毒
5,viewer,n.,觀眾
5,viewpoint,n.,觀點
5,vinegar,n.,醋
5,virtual,adj.,虛擬的
5,visa,n.,簽證
5,vocal,adj./n.,聲樂
5,volcano,n.,火山
5,vomit,n./v.,嘔吐
5,voucher,n.,代金券
5,vow,n./v.,發誓
5,vulnerable,adj.,易受傷害的
5,warehouse,n./v.,倉庫
5,warrior,n.,戰士
5,wary,adj.,警惕的
5,weird,adj.,詭異的
5,whatsoever,adj./pron.,任何
5,wheelchair,n.,輪椅
5,whereabouts,n./adv.,下落
5,whereas,conj.,然而
5,whine,n./v.,抱怨
5,widespread,adj.,廣泛
5,wig,n.,假髮
5,wilderness,n.,荒野
5,wildlife,n.,野生動物
5,windshield,n.,擋風玻璃
5,wither,v.,枯萎
5,witty,adj.,機智
5,workshop,n.,工作坊
5,worship,n./v.,崇拜
5,worthwhile,adj.,值得的
5,worthy,adj.,值得
5,yacht,n./v.,遊艇
5,yield,v./n.,屈服
6,abbreviate,v.,縮寫
6,abide,v.,遵守
6,aboriginal,adj./n.,原住民
6,abound,v.,盛產
6,abstraction,n.,抽象
6,abundance,n.,豐富
6,academy,n.,學院
6,accessory,n./adj.,配件
6,acclaim,n./v.,歡呼
6,accordance,n.,符合
6,accordingly,adv.,因此
6,accountable,adj.,負責任的
6,accumulate,v.,累積
6,accumulation,n.,累積
6,accusation,n.,指控
6,accustom,v.,習慣
6,acne,n.,粉刺
6,acre,n.,英畝
6,adaptation,n.,適應
6,addiction,n.,癮
6,administer/administrate,v.,管理/管理
6,admiral,n.,上將
6,adolescence,n.,青春期
6,advisory,adj.,諮詢
6,aesthetic,adj.,美學的
6,affectionate,adj.,親熱
6,affiliate,n.,附屬機構
6,affirm,v.,確認
6,airtight,adj.,密閉
6,airway,n.,氣道
6,algebra,n.,代數
6,alienate,v.,離間
6,align,v.,對齊
6,allege,v.,聲稱
6,alligator,n.,鱷魚
6,altitude,n.,高度
6,aluminum,n.,鋁
6,ambiguity,n.,歧義
6,amid/amidst,prep.,之中/之中
6,amplify,v.,放大
6,analogy,n.,類比
6,analytical,adj.,分析性的
6,anchor,n./v.,錨
6,animate,v./adj.,動畫化
6,annoyance,n.,煩惱
6,anthem,n.,國歌
6,antibiotic,n./adj.,抗生素
6,anticipation,n.,預期
6,antonym,n.,反義詞
6,applaud,v.,掌聲
6,applicable,adj.,適用的
6,apprentice,n.,學徒
6,approximate,adj./v.,近似
6,archaeology,n.,考古學
6,archive,n.,檔案
6,arithmetic,n./adj.,算術
6,ascend,v.,上升
6,aspire,v.,渴望
6,assassinate,v.,暗殺
6,asthma,n.,氣喘
6,astray,adv./adj.,誤入歧途
6,astronaut,n.,太空人
6,astronomer,n.,天文學家
6,astronomy,n.,天文學
6,attain(ment),v./(n.),素養）
6,attendant,n.,服務生
6,audit,n.,審計
6,auditorium,n.,禮堂
6,avert,v.,避免
6,aviation,n.,航空
6,awesome,adj.,驚人的
6,awhile,adv.,一會兒
6,bachelor,n.,學士
6,backbone,n.,骨幹
6,badge,n.,徽章
6,banquet,n./v.,宴會
6,barbarian,adj./n.,野蠻人
6,bass,n./adj.,低音
6,batter,n./v.,連擊
6,beautify,v.,美化
6,beep,n./v.,嘟
6,beforehand,adv.,預先
6,beverage,n.,飲料
6,bilateral,adj.,雙邊
6,blaze,n./v.,火焰
6,bleach,n./v.,漂白
6,blond/blonde,n./adj.,金髮/金髮女郎
6,blot,v./n.,印跡
6,blunt,adj./v.,鈍
6,bodily,adj./adv.,身體上的
6,booklet,n.,小冊子
6,bosom,n.,懷
6,boulevard,n.,大道
6,boxing,n.,拳擊
6,boycott,n./v.,聯合抵制
6,brace,n./v.,支撐
6,brassiere/bra,n.,胸罩/胸罩
6,breadth,n.,寬度
6,breakdown,n.,分解
6,breakup,n.,拆散
6,bribe,n./v.,賄賂
6,brink,n.,邊緣
6,broaden,v.,擴大
6,brochure,n.,小冊子
6,broil,v.,烤
6,brook,n.,溪
6,broth,n.,高湯
6,brotherhood,n.,兄弟情誼
6,bulky,adj.,笨重
6,bureaucrat,n.,官僚
6,bypass,n./v.,旁路
6,caffeine,n.,咖啡因
